setup_id,platform,type,timestamp,model,step,duration,rating
1,,setup_step,2018-08-01 00:13:37.323+00,router,selected_account,1417.937,
2,iOS,setup_step,2018-08-01 00:17:02.426+00,router,setup_start,83.46003699,
2,iOS,setup_error,2018-08-01 00:16:16.128+00,router,setup_start,37.16310799,
2,iOS,setup_error,2018-08-01 00:15:56.034+00,router,setup_start,17.065148,
3,iOS,setup_step,2018-08-01 00:08:22.423+00,router,setup_start,85.943542,
3,iOS,setup_error,2018-08-01 00:07:35.646+00,router,setup_start,39.168329,
3,iOS,setup_error,2018-08-01 00:07:13.532+00,router,setup_start,17.04696798,
4,iOS,setup_error,2018-08-01 00:05:17.771+00,router,setup_start,17.36949098,
5,iOS,setup_step,2018-08-01 07:41:28.276+00,router,setup_start,4.046041965,
5,iOS,setup_step,2018-08-01 07:41:28.849+00,router,device_name,4.618713975,
5,iOS,setup_step,2018-08-01 07:41:28.234+00,router,setup_start,4.003008008,
5,iOS,setup_step,2018-08-01 07:42:46.409+00,router,setup_start,82.17926192,
5,iOS,setup_step,2018-08-01 07:42:44.685+00,router,no_internet,80.45470893,
5,iOS,setup_step,2018-08-01 07:42:51.116+00,router,no_internet,86.88609993,
6,iOS,setup_step,2018-08-01 07:45:14.389+00,router,setup_start,4.316137075,
6,iOS,setup_step,2018-08-01 07:45:14.419+00,router,setup_start,4.348994017,
6,iOS,setup_step,2018-08-01 07:45:14.99+00,router,device_name,4.919887066,
6,iOS,setup_step,2018-08-01 07:45:19.016+00,router,no_internet,8.945860028,
6,iOS,setup_step,2018-08-01 07:45:19.016+00,router,no_internet,8.945860028,
7,iOS,setup_step,2018-08-01 07:52:33.082+00,router,setting_up,94.65778208,
7,iOS,setup_step,2018-08-01 07:51:19.361+00,router,device_name,20.93748307,
7,iOS,setup_step,2018-08-01 07:51:35.704+00,router,selected_account,37.27974606,
7,iOS,setup_step,2018-08-01 07:52:25.716+00,router,speed_test_results,87.29077208,
7,iOS,setup_step,2018-08-01 07:52:30.954+00,router,review,92.52940011,
7,iOS,setup_step,2018-08-01 07:51:43.615+00,router,network_settings,45.19068301,
7,iOS,setup_step,2018-08-01 07:51:02.53+00,router,setup_start,4.103300095,
7,iOS,setup_step,2018-08-01 07:51:02.56+00,router,setup_start,4.136648059,
7,iOS,setup_step,2018-08-01 07:51:28.649+00,router,user_type,30.224406,
7,iOS,setup_step,2018-08-01 07:51:47.512+00,router,update_schedule,49.08785808,
7,iOS,setup_step,2018-08-01 07:53:07.033+00,router,setup_request,128.60877,
7,iOS,setup_step,2018-08-01 07:52:20.814+00,router,speed_test,82.38906109,
7,iOS,setup_step,2018-08-01 07:52:30.959+00,router,wait_firmware_download,92.5349071,
7,iOS,setup_step,2018-08-01 07:53:07.034+00,router,setup_complete,128.6106831,
7,iOS,setup_step,2018-08-01 07:55:26.031+00,router,controller_survey,267.6065741,
7,iOS,setup_rating,2018-08-01 07:55:23.826+00,router,controller_survey,,5
8,,setup_step,2018-08-01 11:02:19.377+00,router,setup_start,,
8,,setup_step,2018-08-01 11:02:44.22+00,router,starting_speed_test,33.394,
8,,setup_step,2018-08-01 11:03:19.652+00,router,setup_request,63.593,
8,,setup_step,2018-08-01 11:02:26.111+00,router,credentials,21.673,
8,,setup_step,2018-08-01 11:02:21.107+00,router,device_name,10.686,
8,,setup_step,2018-08-01 11:03:18.447+00,router,review,63.847,
8,,setup_step,2018-08-01 11:03:38.499+00,router,setup_complete,79.269,
8,,setup_step,2018-08-01 11:02:37.738+00,router,selected_account,21.921,
8,,setup_step,2018-08-01 11:02:37.72+00,router,update_schedule,26.791,
8,,setup_step,2018-08-01 11:02:42.605+00,router,network_settings,28.507,
8,,setup_step,2018-08-01 11:02:49.464+00,router,speed_test,60.319,
8,,setup_step,2018-08-01 11:03:16.386+00,router,speed_test_results,62.656,
9,,setup_step,2018-08-01 15:37:06.324+00,router,setup_start,,
9,,setup_step,2018-08-01 15:46:08.088+00,router,wait_bootup,541.95,
10,,setup_step,2018-08-01 17:09:52.321+00,router,setup_start,,
11,,setup_error,2018-08-01 17:17:38.159+00,router,,,
11,,setup_error,2018-08-01 17:17:22.62+00,router,,68.434,
11,,setup_error,2018-08-01 17:17:28.073+00,router,,,
11,,setup_error,2018-08-01 17:17:31.437+00,router,,,
11,,setup_error,2018-08-01 17:17:41.159+00,router,,,
11,,setup_error,2018-08-01 17:17:44.4+00,router,,,
11,,setup_error,2018-08-01 17:17:51.124+00,router,,,
11,,setup_error,2018-08-01 17:17:54.166+00,router,,,
11,,setup_error,2018-08-01 17:18:00.243+00,router,,,
11,,setup_error,2018-08-01 17:18:03.245+00,router,,,
11,,setup_error,2018-08-01 17:18:08.045+00,router,,,
11,,setup_error,2018-08-01 17:17:47.905+00,router,,,
11,,setup_error,2018-08-01 17:18:28.088+00,router,,,
11,,setup_error,2018-08-01 17:18:46.093+00,router,,,
11,,setup_error,2018-08-01 17:17:57.122+00,router,,,
11,,setup_error,2018-08-01 17:18:18.967+00,router,,,
11,,setup_error,2018-08-01 17:18:21.909+00,router,,,
11,,setup_error,2018-08-01 17:18:52.092+00,router,,,
11,,setup_error,2018-08-01 17:18:16.072+00,router,,,
11,,setup_error,2018-08-01 17:18:35.621+00,router,,,
11,,setup_error,2018-08-01 17:18:40.21+00,router,,,
11,,setup_error,2018-08-01 17:18:43.091+00,router,,,
11,,setup_error,2018-08-01 17:18:25.148+00,router,,,
11,,setup_error,2018-08-01 17:18:31.476+00,router,,,
11,,setup_error,2018-08-01 17:17:35.053+00,router,,,
11,,setup_error,2018-08-01 17:18:49.091+00,router,,,
11,iOS,setup_error,2018-08-01 17:17:29.143+00,router,setting_up,78.59433305,
11,iOS,setup_step,2018-08-01 17:17:07.03+00,router,speed_test,56.48223805,
11,iOS,setup_error,2018-08-01 17:18:49.96+00,router,setting_up,159.41141,
11,iOS,setup_error,2018-08-01 17:17:45.287+00,router,setting_up,94.73790407,
11,iOS,setup_step,2018-08-01 17:16:24.207+00,router,selected_account,13.65994108,
11,iOS,setup_error,2018-08-01 17:17:51.946+00,router,setting_up,101.397064,
11,iOS,setup_error,2018-08-01 17:18:19.725+00,router,setting_up,129.17581,
11,iOS,setup_error,2018-08-01 17:18:01.124+00,router,setting_up,110.5753061,
11,iOS,setup_error,2018-08-01 17:18:41.022+00,router,setting_up,150.4735451,
11,iOS,setup_error,2018-08-01 17:18:22.722+00,router,setting_up,132.1730831,
11,iOS,setup_step,2018-08-01 17:16:14.408+00,router,setup_start,3.861237049,
11,iOS,setup_step,2018-08-01 17:17:19.572+00,router,review,69.02416599,
11,iOS,setup_step,2018-08-01 17:16:14.344+00,router,setup_start,3.792402983,
11,iOS,setup_step,2018-08-01 17:18:56.707+00,router,setup_request,166.1592491,
11,iOS,setup_step,2018-08-01 17:16:20.368+00,router,user_type,9.82062602,
11,iOS,setup_error,2018-08-01 17:18:08.862+00,router,setting_up,118.313234,
11,iOS,setup_error,2018-08-01 17:17:23.463+00,router,setting_up,72.90638006,
11,iOS,setup_error,2018-08-01 17:18:16.845+00,router,setting_up,126.2963511,
11,iOS,setup_step,2018-08-01 17:16:16.552+00,router,device_name,6.005086064,
11,iOS,setup_error,2018-08-01 17:18:52.962+00,router,setting_up,162.413349,
11,iOS,setup_error,2018-08-01 17:17:48.943+00,router,setting_up,98.394014,
11,iOS,setup_error,2018-08-01 17:18:25.962+00,router,setting_up,135.4130141,
11,iOS,setup_error,2018-08-01 17:18:46.901+00,router,setting_up,156.35265,
11,iOS,setup_step,2018-08-01 17:17:15.444+00,router,speed_test_results,64.89672804,
11,iOS,setup_error,2018-08-01 17:17:58.002+00,router,setting_up,107.453383,
11,iOS,setup_error,2018-08-01 17:18:32.502+00,router,setting_up,141.9534531,
11,iOS,setup_error,2018-08-01 17:17:55.002+00,router,setting_up,104.453331,
11,iOS,setup_error,2018-08-01 17:17:35.863+00,router,setting_up,85.31422806,
11,iOS,setup_step,2018-08-01 17:17:21.763+00,router,setting_up,71.21495104,
11,iOS,setup_error,2018-08-01 17:17:38.982+00,router,setting_up,88.43358803,
11,iOS,setup_step,2018-08-01 17:16:29.818+00,router,network_settings,19.27031708,
11,iOS,setup_error,2018-08-01 17:18:36.641+00,router,setting_up,146.0935761,
11,iOS,setup_error,2018-08-01 17:18:28.906+00,router,setting_up,138.356998,
11,iOS,setup_error,2018-08-01 17:17:32.262+00,router,setting_up,81.71369708,
11,iOS,setup_error,2018-08-01 17:18:43.901+00,router,setting_up,153.352718,
11,iOS,setup_error,2018-08-01 17:17:41.925+00,router,setting_up,91.37638903,
11,iOS,setup_step,2018-08-01 17:16:33.44+00,router,update_schedule,22.89288998,
11,iOS,setup_step,2018-08-01 17:17:19.583+00,router,wait_firmware_download,69.03552806,
11,iOS,setup_error,2018-08-01 17:18:04.062+00,router,setting_up,113.513257,
12,iOS,setup_step,2018-08-01 17:21:17.228+00,router,device_name,7.42550993,
12,iOS,setup_step,2018-08-01 17:21:13.852+00,router,setup_start,4.046424985,
12,iOS,setup_step,2018-08-01 17:21:19.769+00,router,user_type,9.966532946,
12,iOS,setup_step,2018-08-01 17:21:21.294+00,router,selected_account,11.49153793,
12,iOS,setup_step,2018-08-01 17:21:23.711+00,router,network_settings,13.90922499,
12,iOS,setup_step,2018-08-01 17:21:13.891+00,router,setup_start,4.089584947,
12,iOS,setup_step,2018-08-01 17:22:00.617+00,router,review,50.81469691,
12,iOS,setup_step,2018-08-01 17:21:25.119+00,router,update_schedule,15.31606197,
12,iOS,setup_step,2018-08-01 17:22:00.624+00,router,wait_firmware_download,50.82173097,
12,iOS,setup_step,2018-08-01 17:21:58.789+00,router,speed_test_results,48.98635495,
12,iOS,setup_error,2018-08-01 17:22:46.235+00,router,setting_up,96.42943799,
12,iOS,setup_step,2018-08-01 17:21:57.002+00,router,speed_test,47.1987679,
12,iOS,setup_step,2018-08-01 17:22:02.474+00,router,setting_up,52.67075694,
12,iOS,setup_error,2018-08-01 17:22:33.274+00,router,setting_up,83.46586299,
12,iOS,setup_error,2018-08-01 17:27:07.154+00,router,setting_up,357.3510309,
12,iOS,setup_error,2018-08-01 17:26:39.375+00,router,setting_up,329.5713669,
12,iOS,setup_step,2018-08-01 17:27:24.49+00,router,setup_request,374.687642,
13,iOS,setup_step,2018-08-01 17:33:03.564+00,router,setup_start,4.179420948,
13,iOS,setup_step,2018-08-01 17:33:46.665+00,router,speed_test,47.27959096,
13,iOS,setup_step,2018-08-01 17:33:54.314+00,router,setting_up,54.92898393,
13,iOS,setup_step,2018-08-01 17:33:05.019+00,router,device_name,5.634604931,
13,iOS,setup_step,2018-08-01 17:33:10.227+00,router,network_settings,10.84208894,
13,iOS,setup_step,2018-08-01 17:33:03.527+00,router,setup_start,4.142166018,
13,iOS,setup_step,2018-08-01 17:33:08.061+00,router,selected_account,8.676144004,
13,iOS,setup_step,2018-08-01 17:33:52.156+00,router,wait_firmware_download,52.77116597,
13,iOS,setup_step,2018-08-01 17:34:05.439+00,router,setup_request,66.05472302,
13,iOS,setup_step,2018-08-01 17:33:11.706+00,router,update_schedule,12.32073092,
13,iOS,setup_step,2018-08-01 17:33:48.611+00,router,speed_test_results,49.22606301,
13,iOS,setup_step,2018-08-01 17:33:52.148+00,router,review,52.76361191,
13,iOS,setup_error,2018-08-01 17:33:59.716+00,router,setting_up,60.32950497,
13,iOS,setup_step,2018-08-01 17:33:06.403+00,router,user_type,7.018548965,
14,,setup_step,2018-08-02 00:12:45.612+00,router,setup_start,,
15,,setup_step,2018-08-02 11:13:32.173+00,router,credentials,22.715,
15,,setup_step,2018-08-02 11:14:25.65+00,router,setup_request,66.042,
15,,setup_step,2018-08-02 11:13:23.335+00,router,setup_start,,
15,,setup_step,2018-08-02 11:13:24.727+00,router,device_name,12.821,
15,,setup_step,2018-08-02 11:13:42.338+00,router,selected_account,22.992,
15,,setup_step,2018-08-02 11:13:47.552+00,router,network_settings,31.704,
15,,setup_step,2018-08-02 11:13:51.09+00,router,starting_speed_test,35.509,
15,,setup_step,2018-08-02 11:14:48.153+00,router,setup_complete,84.899,
15,,setup_step,2018-08-02 11:13:55.134+00,router,speed_test,62.033,
15,,setup_step,2018-08-02 11:14:24.153+00,router,review,66.253,
15,,setup_rating,2018-08-02 11:14:52.568+00,router,controller_survey,,5
15,,setup_step,2018-08-02 11:13:42.314+00,router,update_schedule,28.164,
15,,setup_step,2018-08-02 11:14:21.65+00,router,speed_test_results,64.755,
16,,setup_step,2018-08-02 00:31:18.79+00,router,setup_start,,
17,,setup_step,2018-08-02 14:02:53.271+00,router,setup_complete,62.799,
17,,setup_step,2018-08-02 14:02:35.148+00,router,setup_request,44.76,
17,,setup_step,2018-08-02 14:02:33.456+00,router,review,44.986,
18,,setup_step,2018-08-02 16:03:39.082+00,router,update_schedule,45.584,
18,,setup_step,2018-08-02 16:03:25.175+00,router,2fa,40.934,
18,,setup_step,2018-08-02 16:03:15.657+00,router,credentials,40.934,
18,,setup_step,2018-08-02 16:03:47.586+00,router,skipped_speed_test,53.169,
18,,setup_step,2018-08-02 16:03:39.143+00,router,selected_account,41.154,
18,,setup_step,2018-08-02 16:03:03.367+00,router,setup_start,,
18,,setup_step,2018-08-02 16:03:03.243+00,router,device_name,17.68,
18,,setup_step,2018-08-02 16:03:51.094+00,router,review,54.212,
18,,setup_step,2018-08-02 16:03:43.57+00,router,network_settings,47.993,
18,,setup_step,2018-08-02 16:04:13.548+00,router,setup_complete,70.51,
18,,setup_step,2018-08-02 16:03:45.998+00,router,starting_speed_test,49.366,
18,,setup_step,2018-08-02 16:03:52.186+00,router,setup_request,53.987,
19,iOS,setup_step,2018-08-02 16:36:52.442+00,router,setup_start,3.831514001,
19,iOS,setup_step,2018-08-02 16:37:34.707+00,router,speed_test,46.09688103,
19,iOS,setup_step,2018-08-02 16:36:52.475+00,router,setup_start,3.86620307,
19,iOS,setup_step,2018-08-02 16:36:57.988+00,router,selected_account,9.378524065,
19,iOS,setup_step,2018-08-02 16:36:53.877+00,router,device_name,5.267536998,
19,iOS,setup_step,2018-08-02 16:36:56.373+00,router,user_type,7.762995958,
19,iOS,setup_step,2018-08-02 16:37:59.167+00,router,setting_up,70.55666602,
19,iOS,setup_step,2018-08-02 16:37:51.641+00,router,speed_test_results,63.03131604,
19,iOS,setup_step,2018-08-02 16:37:57.294+00,router,wait_firmware_download,68.68518102,
19,iOS,setup_step,2018-08-02 16:36:59.67+00,router,network_settings,11.06059003,
19,iOS,setup_step,2018-08-02 16:37:57.287+00,router,review,68.67706406,
19,iOS,setup_step,2018-08-02 16:38:35.966+00,router,setup_request,107.3564841,
19,iOS,setup_step,2018-08-02 16:37:01.491+00,router,update_schedule,12.88056695,
19,iOS,setup_step,2018-08-02 16:38:35.972+00,router,setup_complete,107.362223,
19,iOS,setup_rating,2018-08-02 16:38:51.245+00,router,controller_survey,,5
19,iOS,setup_step,2018-08-02 16:38:53.447+00,router,controller_survey,124.836839,
20,,setup_step,2018-08-02 22:53:38.65+00,router,device_name,9.741,
20,,setup_step,2018-08-02 22:53:33.814+00,router,setup_start,,
20,,setup_step,2018-08-02 23:05:08.738+00,router,network_settings,697.289,
20,,setup_step,2018-08-02 23:05:37.971+00,router,speed_test_results,738.308,
20,,setup_step,2018-08-02 23:05:10.775+00,router,starting_speed_test,698.994,
20,,setup_step,2018-08-02 22:53:43.179+00,router,credentials,692.256,
20,,setup_step,2018-08-02 23:05:05.95+00,router,selected_account,692.48,
20,,setup_step,2018-08-02 23:04:47.474+00,router,2fa,692.256,
20,,setup_step,2018-08-02 23:16:01.616+00,router,wait_bootup,,
20,,setup_step,2018-08-02 23:05:05.928+00,router,update_schedule,695.254,
20,,setup_step,2018-08-02 23:05:12.694+00,router,speed_test,724.28,
21,,setup_step,2018-08-02 23:17:59.7+00,router,update_schedule,131.527,
21,,setup_step,2018-08-02 23:16:21.799+00,router,credentials,107.004,
21,,setup_step,2018-08-02 23:17:52.282+00,router,2fa,107.005,
21,,setup_step,2018-08-02 23:16:17.703+00,router,device_name,9.331,
21,,setup_step,2018-08-02 23:17:59.722+00,router,selected_account,107.24,
21,,setup_step,2018-08-02 23:16:12.818+00,router,setup_start,,
22,iOS,setup_step,2018-08-03 14:15:50.964+00,router,setup_start,3.732146025,
22,iOS,setup_step,2018-08-03 14:15:56.81+00,router,device_name,9.579697013,
22,iOS,setup_step,2018-08-03 14:15:59.403+00,router,selected_account,12.17363203,
22,iOS,setup_step,2018-08-03 14:16:02.925+00,router,update_schedule,15.69533706,
22,iOS,setup_step,2018-08-03 14:16:36.847+00,router,speed_test,49.61719203,
22,iOS,setup_step,2018-08-03 14:16:01.154+00,router,network_settings,13.92383206,
22,iOS,setup_step,2018-08-03 14:17:15.154+00,router,speed_test_results,87.92348003,
22,iOS,setup_step,2018-08-03 14:17:19.122+00,router,setting_up,91.89159405,
22,iOS,setup_step,2018-08-03 14:17:17.051+00,router,review,89.82018697,
22,iOS,setup_step,2018-08-03 14:17:17.059+00,router,wait_firmware_download,89.82886207,
22,iOS,setup_step,2018-08-03 14:17:55.196+00,router,setup_request,127.9667801,
22,iOS,setup_step,2018-08-03 14:19:10.973+00,router,controller_survey,203.742767,
22,iOS,setup_step,2018-08-03 14:18:17.817+00,router,setup_complete,150.587034,
22,iOS,setup_rating,2018-08-03 14:19:08.775+00,router,controller_survey,,5
23,iOS,setup_step,2018-08-03 14:35:48.252+00,router,update_schedule,20.58786798,
23,iOS,setup_step,2018-08-03 14:35:46.783+00,router,network_settings,19.11859989,
23,iOS,setup_step,2018-08-03 14:35:31.469+00,router,setup_start,3.804755926,
23,iOS,setup_step,2018-08-03 14:35:43.266+00,router,device_name,15.6023469,
23,iOS,setup_step,2018-08-03 14:35:45.177+00,router,selected_account,17.5134269,
23,iOS,setup_step,2018-08-03 14:39:50.582+00,router,review,262.9181809,
23,iOS,setup_step,2018-08-03 14:39:48.498+00,router,speed_test_results,260.83418,
23,iOS,setup_step,2018-08-03 14:39:46.435+00,router,speed_test,258.768626,
23,iOS,setup_step,2018-08-03 14:39:52.468+00,router,setting_up,264.8038709,
23,iOS,setup_step,2018-08-03 14:39:50.591+00,router,wait_firmware_download,262.9274659,
23,iOS,setup_rating,2018-08-03 14:41:18.551+00,router,controller_survey,,5
23,iOS,setup_step,2018-08-03 14:40:28.901+00,router,setup_request,301.2374309,
23,iOS,setup_step,2018-08-03 14:40:45.627+00,router,setup_complete,317.963084,
23,iOS,setup_step,2018-08-03 14:41:20.76+00,router,controller_survey,353.0954779,
24,iOS,setup_step,2018-08-03 14:37:01.762+00,router,setup_start,8.645956993,
24,iOS,setup_step,2018-08-03 14:37:01.721+00,router,setup_start,8.604131103,
25,iOS,setup_step,2018-08-03 15:16:09.031+00,router,setup_start,3.941210032,
25,iOS,setup_step,2018-08-03 15:16:08.989+00,router,setup_start,3.895015001,
25,iOS,setup_step,2018-08-03 15:17:08.36+00,router,review,63.26931906,
25,iOS,setup_step,2018-08-03 15:16:13.931+00,router,device_name,8.841385007,
25,iOS,setup_step,2018-08-03 15:16:15.69+00,router,user_type,10.59977007,
25,iOS,setup_step,2018-08-03 15:17:08.369+00,router,wait_firmware_download,63.27824998,
25,iOS,setup_step,2018-08-03 15:16:25.195+00,router,network_settings,20.10409307,
25,iOS,setup_step,2018-08-03 15:17:00.447+00,router,speed_test,55.35623503,
25,iOS,setup_step,2018-08-03 15:17:10.669+00,router,setting_up,65.57791698,
25,iOS,setup_step,2018-08-03 15:17:46.795+00,router,setup_request,101.70473,
25,iOS,setup_step,2018-08-03 15:16:22.735+00,router,selected_account,17.64444697,
25,iOS,setup_step,2018-08-03 15:16:26.692+00,router,update_schedule,21.60178602,
25,iOS,setup_step,2018-08-03 15:18:18.92+00,router,controller_survey,133.829048,
25,iOS,setup_step,2018-08-03 15:17:05.162+00,router,speed_test_results,60.071123,
25,iOS,setup_step,2018-08-03 15:17:46.797+00,router,setup_complete,101.706831,
26,iOS,setup_step,2018-08-04 09:40:23.22+00,router,setup_start,4.291126966,
26,iOS,setup_step,2018-08-04 09:40:33.617+00,router,device_name,14.689031,
26,iOS,setup_step,2018-08-04 09:41:34.674+00,router,review,75.74581003,
26,iOS,setup_step,2018-08-04 09:42:23.135+00,router,setup_complete,124.207166,
26,iOS,setup_step,2018-08-04 09:40:43.046+00,router,network_settings,24.11697996,
26,iOS,setup_step,2018-08-04 09:41:26.852+00,router,speed_test,67.92361903,
26,iOS,setup_step,2018-08-04 09:41:31.306+00,router,speed_test_results,72.37759602,
26,iOS,setup_step,2018-08-04 09:41:34.685+00,router,wait_firmware_download,75.75605297,
26,iOS,setup_step,2018-08-04 09:41:36.937+00,router,setting_up,78.00849497,
26,iOS,setup_step,2018-08-04 09:40:36.948+00,router,selected_account,18.02016699,
26,iOS,setup_step,2018-08-04 09:42:13.23+00,router,setup_request,114.302218,
26,iOS,setup_step,2018-08-04 09:42:55.38+00,router,controller_survey,156.452356,
26,iOS,setup_step,2018-08-04 09:40:52.438+00,router,update_schedule,33.50924301,
27,,setup_step,2018-08-04 10:05:20.031+00,router,setup_start,,
27,,setup_step,2018-08-04 10:06:45.702+00,router,update_schedule,96.848,
27,,setup_step,2018-08-04 10:06:45.74+00,router,selected_account,89.136,
27,,setup_step,2018-08-04 10:06:53.452+00,router,network_settings,113.741,
27,,setup_step,2018-08-04 10:06:37.64+00,router,credentials,88.92,
27,,setup_step,2018-08-04 10:07:10.333+00,router,starting_speed_test,118.395,
27,,setup_step,2018-08-04 10:07:41.993+00,router,speed_test_results,148.657,
27,,setup_step,2018-08-04 10:08:12.207+00,router,setup_complete,171.887,
27,,setup_step,2018-08-04 10:05:21.835+00,router,device_name,81.058,
27,,setup_step,2018-08-04 10:07:54.376+00,router,setup_request,157.598,
27,,setup_step,2018-08-04 10:07:45.178+00,router,review,157.801,
27,,setup_step,2018-08-04 10:07:15.199+00,router,speed_test,145.186,
28,iOS,setup_step,2018-08-04 10:33:17.694+00,router,network_settings,22.7780019,
28,iOS,setup_step,2018-08-04 10:32:59.113+00,router,setup_start,4.19659996,
28,iOS,setup_step,2018-08-04 10:34:07.976+00,router,speed_test,73.06086898,
28,iOS,setup_step,2018-08-04 10:37:46.381+00,router,controller_survey,291.4646479,
28,iOS,setup_step,2018-08-04 10:33:35.113+00,router,update_schedule,40.19754994,
28,iOS,setup_step,2018-08-04 10:34:13.977+00,router,review,79.06166792,
28,iOS,setup_step,2018-08-04 10:34:16.16+00,router,setting_up,81.243173,
28,iOS,setup_step,2018-08-04 10:34:52.131+00,router,setup_request,117.215557,
28,iOS,setup_step,2018-08-04 10:35:39.682+00,router,setup_complete,164.76638,
28,iOS,setup_step,2018-08-04 10:33:05.533+00,router,device_name,10.61636496,
28,iOS,setup_step,2018-08-04 10:33:14.794+00,router,selected_account,19.87833595,
28,iOS,setup_step,2018-08-04 10:33:24.546+00,router,selected_account,29.63054192,
28,iOS,setup_rating,2018-08-04 10:37:44.243+00,router,controller_survey,,5
28,iOS,setup_step,2018-08-04 10:34:11.522+00,router,speed_test_results,76.60295391,
28,iOS,setup_step,2018-08-04 10:33:30.075+00,router,network_settings,35.15873992,
28,iOS,setup_step,2018-08-04 10:34:13.982+00,router,wait_firmware_download,79.06679189,
29,Android,setup_step,2018-08-04 18:11:38.106+00,router,selected_account,14,
29,Android,setup_step,2018-08-04 18:11:25.173+00,router,setup_start,0,
29,Android,setup_step,2018-08-04 18:11:43.132+00,router,update_schedule,18,
29,Android,setup_step,2018-08-04 18:12:28.053+00,router,setup_request,65,
29,Android,setup_step,2018-08-04 18:11:31.993+00,router,device_name,8,
29,Android,setup_step,2018-08-04 18:12:04.1+00,router,speed_test,41,
29,Android,setup_step,2018-08-04 18:12:13.265+00,router,review,48,
29,Android,setup_step,2018-08-04 18:12:13.265+00,router,wait_firmware_download,48,
29,Android,setup_step,2018-08-04 18:12:29.072+00,router,wait_firmware_upgrade,65,
29,Android,setup_step,2018-08-04 18:12:29.953+00,router,wait_bootup,66,
29,Android,setup_step,2018-08-04 18:11:40.084+00,router,network_settings,17,
29,Android,setup_step,2018-08-04 18:13:27.037+00,router,setup_complete,125,
29,Android,setup_step,2018-08-04 18:12:11.737+00,router,speed_test_results,46,
30,iOS,setup_step,2018-08-05 02:39:18.614+00,router,setup_start,5.850755095,
30,iOS,setup_step,2018-08-05 02:39:18.456+00,router,setup_start,5.68819201,
30,iOS,setup_step,2018-08-05 02:39:36.273+00,router,user_type,23.50931501,
30,iOS,setup_step,2018-08-05 02:39:21.643+00,router,device_name,8.879978061,
30,iOS,setup_step,2018-08-05 02:39:58.267+00,router,update_schedule,45.50366509,
30,iOS,setup_step,2018-08-05 02:39:34.581+00,router,device_name,21.81714904,
30,iOS,setup_step,2018-08-05 02:40:31.585+00,router,speed_test,78.82055604,
30,iOS,setup_step,2018-08-05 02:39:49.347+00,router,selected_account,36.58396602,
30,iOS,setup_step,2018-08-05 02:40:35.618+00,router,speed_test_results,82.85404205,
30,iOS,setup_step,2018-08-05 02:39:56.142+00,router,network_settings,43.37787807,
30,iOS,setup_step,2018-08-05 02:40:41.382+00,router,review,88.61903703,
30,iOS,setup_step,2018-08-05 02:39:23.686+00,router,user_type,10.92314911,
30,iOS,setup_step,2018-08-05 02:40:41.395+00,router,wait_firmware_download,88.63112807,
30,iOS,setup_step,2018-08-05 02:40:44.914+00,router,setting_up,92.14948201,
30,iOS,setup_step,2018-08-05 02:41:23.87+00,router,setup_complete,131.1065841,
30,iOS,setup_step,2018-08-05 02:41:23.863+00,router,setup_request,131.099537,
31,Android,setup_step,2018-08-05 02:40:19.796+00,router,setup_start,0,
31,Android,setup_step,2018-08-05 02:41:03.384+00,router,setup_type,43,
31,Android,setup_step,2018-08-05 02:41:32.542+00,router,controller_survey,72,
31,Android,setup_step,2018-08-05 02:40:26.82+00,router,device_name,7,
31,Android,setup_step,2018-08-05 02:42:31.646+00,router,wait_firmware_download,131,
31,Android,setup_step,2018-08-05 02:42:47.021+00,router,wait_firmware_upgrade,147,
31,Android,setup_step,2018-08-05 02:41:11.23+00,router,update_schedule,51,
31,Android,setup_step,2018-08-05 02:41:09.032+00,router,network_settings,49,
31,Android,setup_step,2018-08-05 02:41:36.379+00,router,speed_test,76,
31,Android,setup_step,2018-08-05 02:42:29.712+00,router,controller_survey,129,
31,Android,setup_step,2018-08-05 02:41:40.343+00,router,speed_test_results,80,
31,Android,setup_step,2018-08-05 02:43:00.184+00,router,setup_complete,160,
31,Android,setup_step,2018-08-05 02:42:31.455+00,router,review,131,
31,Android,setup_step,2018-08-05 02:42:50.237+00,router,wait_bootup,150,
31,Android,setup_step,2018-08-05 02:42:47+00,router,setup_request,147,
31,Android,setup_step,2018-08-05 02:43:04.406+00,router,controller_survey,164,
31,Android,setup_step,2018-08-05 02:43:06.41+00,router,setup_complete,166,
31,Android,setup_step,2018-08-05 02:40:29.911+00,router,new_account,10,
31,Android,setup_step,2018-08-05 02:40:59.657+00,router,credentials,39,
32,iOS,setup_step,2018-08-05 02:57:21.43+00,router,setup_start,4.489536047,
32,iOS,setup_step,2018-08-05 02:57:36.89+00,router,device_name,19.94925904,
32,iOS,setup_step,2018-08-05 02:57:48.973+00,router,update_schedule,32.03178298,
32,iOS,setup_step,2018-08-05 02:58:35.876+00,router,wait_firmware_download,78.93635798,
32,iOS,setup_step,2018-08-05 02:58:35.868+00,router,review,78.92716801,
32,iOS,setup_step,2018-08-05 02:57:45.609+00,router,network_settings,28.66855896,
32,iOS,setup_step,2018-08-05 02:59:55.551+00,router,controller_survey,158.611104,
32,iOS,setup_step,2018-08-05 02:58:25.658+00,router,speed_test,68.71841097,
32,iOS,setup_step,2018-08-05 02:57:41.686+00,router,selected_account,24.74591398,
